Gene_pair,GeneID_1,GeneSymbol_1,GeneID_2,GeneSymbol_2,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
PFKFB3--KLHL24,ENSG00000170525,PFKFB3,ENSG00000170525,KLHL24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--MECP2,ENSG00000170525,PFKFB3,ENSG00000170525,MECP2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--NFIL3,ENSG00000170525,PFKFB3,ENSG00000170525,NFIL3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--PABPC1,ENSG00000170525,PFKFB3,ENSG00000170525,PABPC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--PNRC1,ENSG00000170525,PFKFB3,ENSG00000170525,PNRC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--SF1,ENSG00000170525,PFKFB3,ENSG00000170525,SF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PFKFB3--SLC12A7,ENSG00000170525,PFKFB3,ENSG00000170525,SLC12A7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--TPD52L2,ENSG00000170525,PFKFB3,ENSG00000170525,TPD52L2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--WAC,ENSG00000170525,PFKFB3,ENSG00000170525,WAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKFB3--ZEB2,ENSG00000170525,PFKFB3,ENSG00000170525,ZEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PFKL--SUMO3,ENSG00000141959,PFKL,ENSG00000141959,SUMO3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKP--GRAMD4,ENSG00000067057,PFKP,ENSG00000067057,GRAMD4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PFKP--WDR37,ENSG00000067057,PFKP,ENSG00000067057,WDR37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGD--DDI2,ENSG00000142657,PGD,ENSG00000142657,DDI2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGM3--IBTK,ENSG00000013375,PGM3,ENSG00000013375,IBTK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--AC013394.2,ENSG00000087157,PGS1,ENSG00000087157,AC013394.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--CHD2,ENSG00000087157,PGS1,ENSG00000087157,CHD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--CYTH1,ENSG00000087157,PGS1,ENSG00000087157,CYTH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--IRF2BP2,ENSG00000087157,PGS1,ENSG00000087157,IRF2BP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--MYO1G,ENSG00000087157,PGS1,ENSG00000087157,MYO1G,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--RARA,ENSG00000087157,PGS1,ENSG00000087157,RARA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--SBNO2,ENSG00000087157,PGS1,ENSG00000087157,SBNO2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--TMC6,ENSG00000087157,PGS1,ENSG00000087157,TMC6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGS1--TNRC6C,ENSG00000087157,PGS1,ENSG00000087157,TNRC6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PHACTR1--ARPC2,ENSG00000112137,PHACTR1,ENSG00000112137,ARPC2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHACTR2--DDX17,ENSG00000112419,PHACTR2,ENSG00000112419,DDX17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF12--PIPOX,ENSG00000109118,PHF12,ENSG00000109118,PIPOX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF2--INVS,ENSG00000197724,PHF2,ENSG00000197724,INVS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF20--CHD6,ENSG00000025293,PHF20,ENSG00000025293,CHD6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF20--ITCH,ENSG00000025293,PHF20,ENSG00000025293,ITCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF20L1--XRN2,ENSG00000129292,PHF20L1,ENSG00000129292,XRN2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF21A--PDE4D,ENSG00000135365,PHF21A,ENSG00000135365,PDE4D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF21B--GRAMD4,ENSG00000056487,PHF21B,ENSG00000056487,GRAMD4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF3--FOXO3,ENSG00000118482,PHF3,ENSG00000118482,FOXO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PHF3--SCAF8,ENSG00000118482,PHF3,ENSG00000118482,SCAF8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHF7--C9orf40,ENSG00000010318,PHF7,ENSG00000010318,C9orf40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHIP--PHF3,ENSG00000146247,PHIP,ENSG00000146247,PHF3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHIP--PHLDA1,ENSG00000146247,PHIP,ENSG00000146247,PHLDA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PHIP--SYNCRIP,ENSG00000146247,PHIP,ENSG00000146247,SYNCRIP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHKB--RP11-523L20.2,ENSG00000102893,PHKB,ENSG00000102893,RP11-523L20.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHKG2--AC002383.2,ENSG00000156873,PHKG2,ENSG00000156873,AC002383.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHLPP2--AP1G1,ENSG00000040199,PHLPP2,ENSG00000040199,AP1G1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHRF1--MOB2,ENSG00000070047,PHRF1,ENSG00000070047,MOB2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHRF1--RP11-496I9.1,ENSG00000070047,PHRF1,ENSG00000070047,RP11-496I9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHRF1--TSSC4,ENSG00000070047,PHRF1,ENSG00000070047,TSSC4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PHTF2--ZNF3,ENSG00000006576,PHTF2,ENSG00000006576,ZNF3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHYKPL--CLK4,ENSG00000175309,PHYKPL,ENSG00000175309,CLK4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PI4KA--C21orf62,ENSG00000241973,PI4KA,ENSG00000241973,C21orf62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PI4KA--FBXO7,ENSG00000241973,PI4KA,ENSG00000241973,FBXO7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PI4KA--SNAP29,ENSG00000241973,PI4KA,ENSG00000241973,SNAP29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIAS1--CALML4,ENSG00000033800,PIAS1,ENSG00000033800,CALML4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIAS1--NRIP1,ENSG00000033800,PIAS1,ENSG00000033800,NRIP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIAS4--DAZAP1,ENSG00000105229,PIAS4,ENSG00000105229,DAZAP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIAS4--REXO1,ENSG00000105229,PIAS4,ENSG00000105229,REXO1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIAS4--SH3GL1,ENSG00000105229,PIAS4,ENSG00000105229,SH3GL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PIBF1--DIS3,ENSG00000083535,PIBF1,ENSG00000083535,DIS3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PICALM--MLLT10,ENSG00000073921,PICALM,ENSG00000073921,MLLT10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIGG--ZNF141,ENSG00000174227,PIGG,ENSG00000174227,ZNF141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIGG--ZNF721,ENSG00000174227,PIGG,ENSG00000174227,ZNF721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3AP1--LCOR,ENSG00000155629,PIK3AP1,ENSG00000155629,LCOR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3CA--IL12A-AS1,ENSG00000121879,PIK3CA,ENSG00000121879,IL12A-AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3CD--GNB1,ENSG00000171608,PIK3CD,ENSG00000171608,GNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PIK3CD--NADK,ENSG00000171608,PIK3CD,ENSG00000171608,NADK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R1--AP3B1,ENSG00000145675,PIK3R1,ENSG00000145675,AP3B1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R1--CLPB,ENSG00000145675,PIK3R1,ENSG00000145675,CLPB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R1--HAPLN1,ENSG00000145675,PIK3R1,ENSG00000145675,HAPLN1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R1--STK17B,ENSG00000145675,PIK3R1,ENSG00000145675,STK17B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R3--ARMC2,ENSG00000117461,PIK3R3,ENSG00000117461,ARMC2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R5--EIF5A,ENSG00000141506,PIK3R5,ENSG00000141506,EIF5A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R6--NDEL1,ENSG00000276231,PIK3R6,ENSG00000276231,NDEL1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIK3R6--PIK3R5,ENSG00000276231,PIK3R6,ENSG00000276231,PIK3R5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIKFYVE--DENND4A,ENSG00000115020,PIKFYVE,ENSG00000115020,DENND4A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIKFYVE--PTH2R,ENSG00000115020,PIKFYVE,ENSG00000115020,PTH2R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PILRA--PRKRIP1,ENSG00000085514,PILRA,ENSG00000085514,PRKRIP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PILRB--SFPQ,ENSG00000121716,PILRB,ENSG00000121716,SFPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PIM1--UBB,ENSG00000137193,PIM1,ENSG00000137193,UBB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--ACTB,ENSG00000198355,PIM3,ENSG00000198355,ACTB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--ADAM8,ENSG00000198355,PIM3,ENSG00000198355,ADAM8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--ANKLE2,ENSG00000198355,PIM3,ENSG00000198355,ANKLE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PIM3--BID,ENSG00000198355,PIM3,ENSG00000198355,BID,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--CLCN7,ENSG00000198355,PIM3,ENSG00000198355,CLCN7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--CSNK1E,ENSG00000198355,PIM3,ENSG00000198355,CSNK1E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--ERF,ENSG00000198355,PIM3,ENSG00000198355,ERF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--FGD5-AS1,ENSG00000198355,PIM3,ENSG00000198355,FGD5-AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--GAK,ENSG00000198355,PIM3,ENSG00000198355,GAK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--GALNS,ENSG00000198355,PIM3,ENSG00000198355,GALNS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--GLUL,ENSG00000198355,PIM3,ENSG00000198355,GLUL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--HOXA9,ENSG00000198355,PIM3,ENSG00000198355,HOXA9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--IRF2BP2,ENSG00000198355,PIM3,ENSG00000198355,IRF2BP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--MKNK2,ENSG00000198355,PIM3,ENSG00000198355,MKNK2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--MNT,ENSG00000198355,PIM3,ENSG00000198355,MNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PIM3--NOP2,ENSG00000198355,PIM3,ENSG00000198355,NOP2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--PNRC1,ENSG00000198355,PIM3,ENSG00000198355,PNRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PIM3--PTMAP5,ENSG00000198355,PIM3,ENSG00000198355,PTMAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PIM3--RALGDS,ENSG00000198355,PIM3,ENSG00000198355,RALGDS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--SEPT5,ENSG00000198355,PIM3,ENSG00000198355,SEPT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PIM3--SET,ENSG00000198355,PIM3,ENSG00000198355,SET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PIM3--SLC7A5,ENSG00000198355,PIM3,ENSG00000198355,SLC7A5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--TSC22D3,ENSG00000198355,PIM3,ENSG00000198355,TSC22D3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--UBC,ENSG00000198355,PIM3,ENSG00000198355,UBC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIM3--VENTX,ENSG00000198355,PIM3,ENSG00000198355,VENTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PIP4K2A--CAPRIN2,ENSG00000150867,PIP4K2A,ENSG00000150867,CAPRIN2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIP4K2A--MARCH8,ENSG00000150867,PIP4K2A,ENSG00000150867,MARCH8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIP4K2A--ZMYND11,ENSG00000150867,PIP4K2A,ENSG00000150867,ZMYND11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIP5K1A--ELMSAN1,ENSG00000143398,PIP5K1A,ENSG00000143398,ELMSAN1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIP5K1A--EPHX1,ENSG00000143398,PIP5K1A,ENSG00000143398,EPHX1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PIP5K1C--PIDD,ENSG00000186111,PIP5K1C,ENSG00000186111,PIDD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PISD--ARID5A,ENSG00000241878,PISD,ENSG00000241878,ARID5A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PISD--KLHL36,ENSG00000241878,PISD,ENSG00000241878,KLHL36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PITHD1--RP11-10N16.2,ENSG00000057757,PITHD1,ENSG00000057757,RP11-10N16.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PITPNC1--BPTF,ENSG00000154217,PITPNC1,ENSG00000154217,BPTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PITPNC1--LRRC37A11P,ENSG00000154217,PITPNC1,ENSG00000154217,LRRC37A11P,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PITPNM2--BCL7A,ENSG00000090975,PITPNM2,ENSG00000090975,BCL7A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PITPNM2--CDK2AP1,ENSG00000090975,PITPNM2,ENSG00000090975,CDK2AP1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PITPNM3--KIAA0753,ENSG00000091622,PITPNM3,ENSG00000091622,KIAA0753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PJA2--FBXL17,ENSG00000198961,PJA2,ENSG00000198961,FBXL17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PJA2--FEM1C,ENSG00000198961,PJA2,ENSG00000198961,FEM1C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PJA2--GPBP1,ENSG00000198961,PJA2,ENSG00000198961,GPBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PJA2--MAN2A1,ENSG00000198961,PJA2,ENSG00000198961,MAN2A1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PJA2--NR3C1,ENSG00000198961,PJA2,ENSG00000198961,NR3C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PKIB--ACAT1,ENSG00000135549,PKIB,ENSG00000135549,ACAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PKM--ANP32A,ENSG00000067225,PKM,ENSG00000067225,ANP32A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PKN1--GMIP,ENSG00000123143,PKN1,ENSG00000123143,GMIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PKN1--SIN3B,ENSG00000123143,PKN1,ENSG00000123143,SIN3B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PKNOX1--SIK1,ENSG00000160199,PKNOX1,ENSG00000160199,SIK1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLAC8--COQ2,ENSG00000145287,PLAC8,ENSG00000145287,COQ2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLAGL1--UTRN,ENSG00000118495,PLAGL1,ENSG00000118495,UTRN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLAUR--NFIL3,ENSG00000011422,PLAUR,ENSG00000011422,NFIL3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLAUR--VPS72,ENSG00000011422,PLAUR,ENSG00000011422,VPS72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLBD1--NRIP1,ENSG00000121316,PLBD1,ENSG00000121316,NRIP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLCG1--NT5DC2,ENSG00000124181,PLCG1,ENSG00000124181,NT5DC2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLCG2--KLHL36,ENSG00000197943,PLCG2,ENSG00000197943,KLHL36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLCH2--UBE2I,ENSG00000149527,PLCH2,ENSG00000149527,UBE2I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PLD1--FNDC3B,ENSG00000075651,PLD1,ENSG00000075651,FNDC3B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLD4--PACS2,ENSG00000166428,PLD4,ENSG00000166428,PACS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PLD4--TEX22,ENSG00000166428,PLD4,ENSG00000166428,TEX22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PLEC--FGD5-AS1,ENSG00000178209,PLEC,ENSG00000178209,FGD5-AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEC--ZC3H3,ENSG00000178209,PLEC,ENSG00000178209,ZC3H3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEC--ZMYND11,ENSG00000178209,PLEC,ENSG00000178209,ZMYND11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEK--HIST1H2BG,ENSG00000115956,PLEK,ENSG00000115956,HIST1H2BG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEK--PPP3R1,ENSG00000115956,PLEK,ENSG00000115956,PPP3R1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHA5--ATF7IP,ENSG00000052126,PLEKHA5,ENSG00000052126,ATF7IP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHA5--PDE3A,ENSG00000052126,PLEKHA5,ENSG00000052126,PDE3A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHA8--WIPF3,ENSG00000106086,PLEKHA8,ENSG00000106086,WIPF3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHF2--CASC11,ENSG00000175895,PLEKHF2,ENSG00000175895,CASC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PLEKHF2--TP53INP1,ENSG00000175895,PLEKHF2,ENSG00000175895,TP53INP1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHG1--EEF1A1,ENSG00000120278,PLEKHG1,ENSG00000120278,EEF1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PLEKHG1--GNAS,ENSG00000120278,PLEKHG1,ENSG00000120278,GNAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PLEKHG1--PPIA,ENSG00000120278,PLEKHG1,ENSG00000120278,PPIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PLEKHG1--PTP4A1,ENSG00000120278,PLEKHG1,ENSG00000120278,PTP4A1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
